"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",94.1108798895516,0.702452691615522,133.974687566664,2.17556226696351e-305
"siteMF1",1.25037066134332,0.326814946193224,3.82592863609137,0.000153970944616906
"sitePL1",0.956596851701668,0.33379124203447,2.86585365712766,0.00440739237507329
"siteSF1",1.30736945662062,0.476746587679954,2.74227333851055,0.00641162157789864
"siteSG1",-1.06758288955157,0.231007509465597,-4.62142071494246,5.34661980830638e-06
"siteSG2",0.250467035494582,0.262628578883523,0.953692993197306,0.340889816258659
"specieslatbiLONSOF",3.94364156550377,0.71032075172632,5.55191658968063,5.55274642122812e-08
"specieslatbiPICGLA",3.91471378091866,0.746031842284255,5.24738162506885,2.66359374933805e-07
"specieslatbiPINCON",4.07290781749826,0.776017575238032,5.24847367825266,2.64899072438883e-07
"specieslatbiTHUPLI",3.60445615746649,0.693682817260021,5.19611567099751,3.44434008769851e-07
"specieslatbiTSUHET",3.23342298959,0.67925356931558,4.76025910743173,2.82261867530044e-06
"specieslatbiTWOSTO",4.07411598716116,0.827254409731666,4.92486463563569,1.29773297162309e-06
