"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",77.2807615024721,2.65676901409194,29.0882500859361,7.12731271609764e-96
"siteMF1",5.46775218490627,1.23605736407871,4.42354242109275,1.29403599423135e-05
"sitePL1",4.49136532793999,1.26244263791336,3.55767873569573,0.000425088754555919
"siteSF1",5.83991591281258,1.80311866811869,3.2387862296971,0.00131399010784159
"siteSG1",-3.23564250247213,0.873700963063097,-3.70337522706663,0.000246703833398135
"siteSG2",1.51819816076004,0.993296031065168,1.52844480726656,0.127295152887861
"specieslatbiLONSOF",14.3789435463307,2.68652705837433,5.35224221974958,1.56465147002347e-07
"specieslatbiPICGLA",14.4387539248289,2.82159112743719,5.11723820805442,5.09525857491791e-07
"specieslatbiPINCON",15.252070770944,2.93500113657704,5.19661494534607,3.43576139905848e-07
"specieslatbiTHUPLI",13.5450790268983,2.62360018902616,5.1627832180962,4.06652743842338e-07
"specieslatbiTSUHET",12.1888060956242,2.56902686431262,4.74452263031725,3.03689574153755e-06
"specieslatbiTWOSTO",14.8003600291598,3.12878562325867,4.73038482379149,3.24270040301433e-06
