"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",92.6231666623329,0.840507269635374,110.199126180687,4.64600238321321e-276
"siteMF1",1.79547098025675,0.391044608953177,4.59147355352426,6.12417958931648e-06
"sitePL1",1.48306979846476,0.399391971615008,3.71331900455514,0.000237556409640659
"siteSF1",1.77445909772759,0.570442646888144,3.11067047214571,0.002018162930163
"siteSG1",-0.857119662332937,0.276407925207964,-3.10092289028274,0.00208394985121731
"siteSG2",0.445341844534212,0.314243553196359,1.41718689215538,0.15730778281552
"specieslatbiLONSOF",4.50336995857117,0.849921656967059,5.29857066431443,2.05650719488585e-07
"specieslatbiPICGLA",4.51124541388481,0.892651126978087,5.05376095715784,6.95848903217369e-07
"specieslatbiPINCON",4.83284370732471,0.928530022217327,5.20483300667424,3.2974970502705e-07
"specieslatbiTHUPLI",4.24933069744125,0.830013832514882,5.11959021763057,5.03645876379453e-07
"specieslatbiTSUHET",3.81186589353611,0.812748772621978,4.69009123352939,3.90562996399935e-06
"specieslatbiTWOSTO",4.72185860105061,0.989836544889995,4.77034175534039,2.69306646825223e-06
