"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",82.0548835333333,0.983311228595933,83.4475201208668,9.83303269426508e-105
"specieslatbiALNRUB",4.34756832380953,1.2874566104974,3.37686589851746,0.00100092118602409
"specieslatbiPOPTRI",6.86000605,1.4749668428939,4.65095610999675,8.89093165820307e-06
"specieslatbiTHUPLI",7.93120460952381,1.53237987312025,5.17574313565877,9.7406929661574e-07
"specieslatbiTSUHET",5.35194846666667,3.2612743973961,1.64106046119267,0.103517108821162
