Species,Site,Variable,Value
POPTRI,PSPST,604nm,121.759979
POPTRI,PSPST,605nm,121.575058
POPTRI,PSPST,606nm,121.371063
POPTRI,PSPST,607nm,121.129089
POPTRI,PSPST,608nm,120.732391
POPTRI,PSPST,609nm,120.238052
POPTRI,PSPST,610nm,119.740982
POPTRI,PSPST,611nm,119.233376
POPTRI,PSPST,612nm,118.678253
POPTRI,PSPST,613nm,118.230728
POPTRI,PSPST,614nm,117.908661
POPTRI,PSPST,615nm,117.613396
POPTRI,PSPST,616nm,117.328423
POPTRI,PSPST,617nm,117.076996
POPTRI,PSPST,618nm,116.783577
POPTRI,PSPST,619nm,116.403976
POPTRI,PSPST,620nm,116.069382
POPTRI,PSPST,621nm,115.762344
POPTRI,PSPST,622nm,115.363632
POPTRI,PSPST,623nm,114.952591
POPTRI,PSPST,624nm,114.527359
POPTRI,PSPST,625nm,114.056099
POPTRI,PSPST,626nm,113.540588
POPTRI,PSPST,627nm,113.196159
POPTRI,PSPST,628nm,112.906982
POPTRI,PSPST,629nm,112.73748
POPTRI,PSPST,630nm,112.624992
POPTRI,PSPST,631nm,112.592018
POPTRI,PSPST,632nm,112.640312
POPTRI,PSPST,633nm,112.719513
POPTRI,PSPST,634nm,112.798233
POPTRI,PSPST,635nm,112.83506
POPTRI,PSPST,636nm,112.791862
POPTRI,PSPST,637nm,112.732414
POPTRI,PSPST,638nm,112.664459
POPTRI,PSPST,639nm,112.347725
POPTRI,PSPST,640nm,111.984917
POPTRI,PSPST,641nm,111.526413
POPTRI,PSPST,642nm,110.97699
POPTRI,PSPST,643nm,110.368713
POPTRI,PSPST,644nm,109.812439
POPTRI,PSPST,645nm,109.238945
POPTRI,PSPST,646nm,108.602234
POPTRI,PSPST,647nm,107.999748
POPTRI,PSPST,648nm,107.422424
POPTRI,PSPST,649nm,106.710243
POPTRI,PSPST,650nm,105.99218
POPTRI,PSPST,651nm,105.301826
POPTRI,PSPST,652nm,104.781143
POPTRI,PSPST,653nm,104.391113
POPTRI,PSPST,654nm,104.289459
POPTRI,PSPST,655nm,104.2267
POPTRI,PSPST,656nm,104.184753
POPTRI,PSPST,657nm,104.180443
POPTRI,PSPST,658nm,104.204216
POPTRI,PSPST,659nm,104.360611
POPTRI,PSPST,660nm,104.575386
POPTRI,PSPST,661nm,104.923553
POPTRI,PSPST,662nm,105.256409
POPTRI,PSPST,663nm,105.579079
POPTRI,PSPST,664nm,105.671852
POPTRI,PSPST,665nm,105.686066
POPTRI,PSPST,666nm,105.543839
POPTRI,PSPST,667nm,105.378716
POPTRI,PSPST,668nm,105.201118
POPTRI,PSPST,669nm,104.987808
POPTRI,PSPST,670nm,104.766739
POPTRI,PSPST,671nm,104.531601
POPTRI,PSPST,672nm,104.371017
POPTRI,PSPST,673nm,104.236626
POPTRI,PSPST,674nm,104.054611
POPTRI,PSPST,675nm,103.856834
POPTRI,PSPST,676nm,103.638634
POPTRI,PSPST,677nm,103.392288
POPTRI,PSPST,678nm,103.113937
POPTRI,PSPST,679nm,102.711304
POPTRI,PSPST,680nm,102.107422
POPTRI,PSPST,681nm,101.329659
POPTRI,PSPST,682nm,100.268745
POPTRI,PSPST,683nm,99.225082
POPTRI,PSPST,684nm,98.298813
POPTRI,PSPST,685nm,97.523056
POPTRI,PSPST,686nm,96.839844
POPTRI,PSPST,687nm,96.535957
POPTRI,PSPST,688nm,96.347816
POPTRI,PSPST,689nm,96.321625
POPTRI,PSPST,690nm,96.729034
POPTRI,PSPST,691nm,97.38768
POPTRI,PSPST,692nm,98.673721
POPTRI,PSPST,693nm,100.248665
POPTRI,PSPST,694nm,102.038818
POPTRI,PSPST,695nm,103.781738
POPTRI,PSPST,696nm,105.544304
POPTRI,PSPST,697nm,107.345764
POPTRI,PSPST,698nm,109.191643
POPTRI,PSPST,699nm,111.08017
POPTRI,PSPST,700nm,113.129211
POPTRI,PSPST,701nm,115.172546
POPTRI,PSPST,702nm,117.211205
POPTRI,PSPST,703nm,119.252197
POPTRI,PSPST,704nm,121.321724
POPTRI,PSPST,705nm,123.442879
POPTRI,PSPST,706nm,125.57666
POPTRI,PSPST,707nm,127.655411
POPTRI,PSPST,708nm,129.448929
POPTRI,PSPST,709nm,130.975937
POPTRI,PSPST,710nm,132.312454
POPTRI,PSPST,711nm,132.637238
POPTRI,PSPST,712nm,132.614426
POPTRI,PSPST,713nm,132.104263
POPTRI,PSPST,714nm,131.31691
POPTRI,PSPST,715nm,130.513916
POPTRI,PSPST,716nm,129.825378
POPTRI,PSPST,717nm,129.350739
POPTRI,PSPST,718nm,128.976944
POPTRI,PSPST,719nm,128.607819
POPTRI,PSPST,720nm,128.490143
POPTRI,PSPST,721nm,128.58876
POPTRI,PSPST,722nm,129.412201
POPTRI,PSPST,723nm,130.650101
POPTRI,PSPST,724nm,132.46434
POPTRI,PSPST,725nm,134.805145
POPTRI,PSPST,726nm,137.364471
POPTRI,PSPST,727nm,140.228653
POPTRI,PSPST,728nm,143.200668
POPTRI,PSPST,729nm,146.305756
POPTRI,PSPST,730nm,149.860397
POPTRI,PSPST,731nm,153.604477
POPTRI,PSPST,732nm,157.449326
POPTRI,PSPST,733nm,161.074493
POPTRI,PSPST,734nm,164.869049
POPTRI,PSPST,735nm,168.818619
POPTRI,PSPST,736nm,172.291168
POPTRI,PSPST,737nm,175.64183
POPTRI,PSPST,738nm,178.849167
POPTRI,PSPST,739nm,181.577179
POPTRI,PSPST,740nm,184.07605
POPTRI,PSPST,741nm,186.26741
POPTRI,PSPST,742nm,188.299881
POPTRI,PSPST,743nm,190.187012
POPTRI,PSPST,744nm,191.810242
POPTRI,PSPST,745nm,193.192459
POPTRI,PSPST,746nm,194.460007
POPTRI,PSPST,747nm,195.595352
POPTRI,PSPST,748nm,196.188492
POPTRI,PSPST,749nm,196.481949
POPTRI,PSPST,750nm,196.412521
POPTRI,PSPST,751nm,195.527802
POPTRI,PSPST,752nm,193.938538
POPTRI,PSPST,753nm,190.772171
POPTRI,PSPST,754nm,186.313202
POPTRI,PSPST,755nm,180.88739
POPTRI,PSPST,756nm,173.769958
POPTRI,PSPST,757nm,166.524048
POPTRI,PSPST,758nm,159.390686
POPTRI,PSPST,759nm,153.263443
POPTRI,PSPST,760nm,148.241455
POPTRI,PSPST,761nm,144.192963
POPTRI,PSPST,762nm,142.21402
POPTRI,PSPST,763nm,141.931107
POPTRI,PSPST,764nm,142.936417
POPTRI,PSPST,765nm,145.983353
POPTRI,PSPST,766nm,150.83107
POPTRI,PSPST,767nm,156.799744
POPTRI,PSPST,768nm,163.955414
POPTRI,PSPST,769nm,170.992722
POPTRI,PSPST,770nm,177.749969
POPTRI,PSPST,771nm,183.787994
POPTRI,PSPST,772nm,188.62735
POPTRI,PSPST,773nm,192.646118
POPTRI,PSPST,774nm,195.579239
POPTRI,PSPST,775nm,197.5121
POPTRI,PSPST,776nm,198.898087
POPTRI,PSPST,777nm,199.688995
POPTRI,PSPST,778nm,200.128143
POPTRI,PSPST,779nm,200.368378
POPTRI,PSPST,780nm,200.407593
POPTRI,PSPST,Time,2019/08/14_11:33:26
POPTRI,PSPST,LUX,11184.18457
POPTRI,PSPST,fc,1039.422363
POPTRI,PSPST,CCT,5155
POPTRI,PSPST,Duv,0.004775
POPTRI,PSPST,I-Time,75
POPTRI,PSPST,x,0.341492
POPTRI,PSPST,y,0.358279
POPTRI,PSPST,u',0.206453
POPTRI,PSPST,v',0.487354
POPTRI,PSPST,deltax,0.000587
POPTRI,PSPST,deltay,0.010062
POPTRI,PSPST,deltau',-0.003438
POPTRI,PSPST,deltav',0.00497
POPTRI,PSPST,LambdaP,780
POPTRI,PSPST,LambdaPV,229.933929
POPTRI,PSPST,LambdaD,566
POPTRI,PSPST,Purity,9.99533
POPTRI,PSPST,IRR,57.691254
POPTRI,PSPST,CRI,96.470451
POPTRI,PSPST,R1,95.49128
POPTRI,PSPST,R2,97.231705
POPTRI,PSPST,R3,98.86097
POPTRI,PSPST,R4,95.788818
POPTRI,PSPST,R5,95.746826
POPTRI,PSPST,R6,96.388817
POPTRI,PSPST,R7,98.084808
POPTRI,PSPST,R8,94.170341
POPTRI,PSPST,R9,83.583748
POPTRI,PSPST,R10,93.638458
POPTRI,PSPST,R11,94.610878
POPTRI,PSPST,R12,94.780434
POPTRI,PSPST,R13,95.69767
POPTRI,PSPST,R14,99.218773
POPTRI,PSPST,R15,94.442497
POPTRI,PSPST,PPFD,194.53891
POPTRI,PSPST,PFD,289.181183
POPTRI,PSPST,PFD-UV,3.887745
POPTRI,PSPST,PFD-B,47.808521
POPTRI,PSPST,PFD-G,72.016464
POPTRI,PSPST,PFD-R,76.075562
POPTRI,PSPST,PFD-FR,91.860863
POPTRI,PSPST,380nm,45.425144
POPTRI,PSPST,381nm,45.981831
POPTRI,PSPST,382nm,46.578854
POPTRI,PSPST,383nm,47.011158
POPTRI,PSPST,384nm,47.205685
POPTRI,PSPST,385nm,48.014385
POPTRI,PSPST,386nm,49.345226
POPTRI,PSPST,387nm,49.93121
POPTRI,PSPST,388nm,50.153374
POPTRI,PSPST,389nm,51.342533
POPTRI,PSPST,390nm,52.768364
POPTRI,PSPST,391nm,53.208786
POPTRI,PSPST,392nm,53.695274
POPTRI,PSPST,393nm,55.785648
POPTRI,PSPST,394nm,58.054535
POPTRI,PSPST,395nm,61.04361
POPTRI,PSPST,396nm,63.937145
POPTRI,PSPST,397nm,66.637489
POPTRI,PSPST,398nm,70.045181
POPTRI,PSPST,399nm,74.272224
POPTRI,PSPST,400nm,77.880783
POPTRI,PSPST,401nm,81.070221
POPTRI,PSPST,402nm,84.634377
POPTRI,PSPST,403nm,88.337791
POPTRI,PSPST,404nm,90.191185
POPTRI,PSPST,405nm,91.749474
POPTRI,PSPST,406nm,92.688423
POPTRI,PSPST,407nm,93.575722
POPTRI,PSPST,408nm,94.134064
POPTRI,PSPST,409nm,94.792526
POPTRI,PSPST,410nm,95.728973
POPTRI,PSPST,411nm,96.852608
POPTRI,PSPST,412nm,98.257446
POPTRI,PSPST,413nm,99.289299
POPTRI,PSPST,414nm,99.996964
POPTRI,PSPST,415nm,100.888298
POPTRI,PSPST,416nm,101.869736
POPTRI,PSPST,417nm,102.365952
POPTRI,PSPST,418nm,102.746262
POPTRI,PSPST,419nm,102.936264
POPTRI,PSPST,420nm,103.104385
POPTRI,PSPST,421nm,103.152924
POPTRI,PSPST,422nm,103.135422
POPTRI,PSPST,423nm,102.883034
POPTRI,PSPST,424nm,102.243401
POPTRI,PSPST,425nm,100.909218
POPTRI,PSPST,426nm,99.934196
POPTRI,PSPST,427nm,99.322479
POPTRI,PSPST,428nm,99.254181
POPTRI,PSPST,429nm,99.495644
POPTRI,PSPST,430nm,100.182114
POPTRI,PSPST,431nm,100.996002
POPTRI,PSPST,432nm,102.046379
POPTRI,PSPST,433nm,103.142586
POPTRI,PSPST,434nm,104.626007
POPTRI,PSPST,435nm,106.427811
POPTRI,PSPST,436nm,109.48101
POPTRI,PSPST,437nm,112.209747
POPTRI,PSPST,438nm,114.325371
POPTRI,PSPST,439nm,116.284798
POPTRI,PSPST,440nm,118.081718
POPTRI,PSPST,441nm,119.683929
POPTRI,PSPST,442nm,121.174156
POPTRI,PSPST,443nm,123.232765
POPTRI,PSPST,444nm,125.45121
POPTRI,PSPST,445nm,127.953125
POPTRI,PSPST,446nm,130.388138
POPTRI,PSPST,447nm,131.709045
POPTRI,PSPST,448nm,132.936966
POPTRI,PSPST,449nm,133.839462
POPTRI,PSPST,450nm,134.941467
POPTRI,PSPST,451nm,136.381332
POPTRI,PSPST,452nm,137.548706
POPTRI,PSPST,453nm,138.465591
POPTRI,PSPST,454nm,139.066727
POPTRI,PSPST,455nm,139.513672
POPTRI,PSPST,456nm,139.78862
POPTRI,PSPST,457nm,140.026718
POPTRI,PSPST,458nm,140.679962
POPTRI,PSPST,459nm,141.315857
POPTRI,PSPST,460nm,141.76738
POPTRI,PSPST,461nm,142.068024
POPTRI,PSPST,462nm,141.988937
POPTRI,PSPST,463nm,141.924805
POPTRI,PSPST,464nm,141.879715
POPTRI,PSPST,465nm,141.860687
POPTRI,PSPST,466nm,141.859268
POPTRI,PSPST,467nm,141.829956
POPTRI,PSPST,468nm,141.791565
POPTRI,PSPST,469nm,142.042313
POPTRI,PSPST,470nm,142.334518
POPTRI,PSPST,471nm,142.80365
POPTRI,PSPST,472nm,143.334641
POPTRI,PSPST,473nm,144.068787
POPTRI,PSPST,474nm,144.856552
POPTRI,PSPST,475nm,145.726318
POPTRI,PSPST,476nm,146.438843
POPTRI,PSPST,477nm,147.026993
POPTRI,PSPST,478nm,147.158539
POPTRI,PSPST,479nm,147.114731
POPTRI,PSPST,480nm,146.275436
POPTRI,PSPST,481nm,145.344131
POPTRI,PSPST,482nm,144.560745
POPTRI,PSPST,483nm,143.888748
POPTRI,PSPST,484nm,143.607285
POPTRI,PSPST,485nm,143.26384
POPTRI,PSPST,486nm,142.823746
POPTRI,PSPST,487nm,142.466324
POPTRI,PSPST,488nm,142.173676
POPTRI,PSPST,489nm,142.303375
POPTRI,PSPST,490nm,142.587646
POPTRI,PSPST,491nm,143.755646
POPTRI,PSPST,492nm,144.976776
POPTRI,PSPST,493nm,145.724564
POPTRI,PSPST,494nm,146.278595
POPTRI,PSPST,495nm,146.261215
POPTRI,PSPST,496nm,146.209671
POPTRI,PSPST,497nm,146.112762
POPTRI,PSPST,498nm,146.027069
POPTRI,PSPST,499nm,145.948624
POPTRI,PSPST,500nm,145.715607
POPTRI,PSPST,501nm,145.440475
POPTRI,PSPST,502nm,145.476425
POPTRI,PSPST,503nm,145.571777
POPTRI,PSPST,504nm,145.947342
POPTRI,PSPST,505nm,146.349045
POPTRI,PSPST,506nm,146.803696
POPTRI,PSPST,507nm,147.248032
POPTRI,PSPST,508nm,147.682648
POPTRI,PSPST,509nm,147.787338
POPTRI,PSPST,510nm,147.750778
POPTRI,PSPST,511nm,147.190674
POPTRI,PSPST,512nm,146.577667
POPTRI,PSPST,513nm,146.132248
POPTRI,PSPST,514nm,145.783447
POPTRI,PSPST,515nm,145.702316
POPTRI,PSPST,516nm,145.789032
POPTRI,PSPST,517nm,146.075653
POPTRI,PSPST,518nm,146.573135
POPTRI,PSPST,519nm,147.184708
POPTRI,PSPST,520nm,147.976028
POPTRI,PSPST,521nm,148.818787
POPTRI,PSPST,522nm,150.109894
POPTRI,PSPST,523nm,151.46933
POPTRI,PSPST,524nm,153.050659
POPTRI,PSPST,525nm,154.458588
POPTRI,PSPST,526nm,155.64032
POPTRI,PSPST,527nm,156.572708
POPTRI,PSPST,528nm,157.361038
POPTRI,PSPST,529nm,157.967102
POPTRI,PSPST,530nm,158.548569
POPTRI,PSPST,531nm,159.417221
POPTRI,PSPST,532nm,160.223221
POPTRI,PSPST,533nm,160.833725
POPTRI,PSPST,534nm,161.19426
POPTRI,PSPST,535nm,161.24762
POPTRI,PSPST,536nm,161.270569
POPTRI,PSPST,537nm,161.277557
POPTRI,PSPST,538nm,161.371384
POPTRI,PSPST,539nm,161.475311
POPTRI,PSPST,540nm,161.537735
POPTRI,PSPST,541nm,161.578323
POPTRI,PSPST,542nm,161.564972
POPTRI,PSPST,543nm,161.67337
POPTRI,PSPST,544nm,161.902588
POPTRI,PSPST,545nm,162.204987
POPTRI,PSPST,546nm,162.536224
POPTRI,PSPST,547nm,162.818069
POPTRI,PSPST,548nm,163.079071
POPTRI,PSPST,549nm,163.243942
POPTRI,PSPST,550nm,163.318497
POPTRI,PSPST,551nm,163.241348
POPTRI,PSPST,552nm,163.086731
POPTRI,PSPST,553nm,162.879379
POPTRI,PSPST,554nm,162.589706
POPTRI,PSPST,555nm,162.288666
POPTRI,PSPST,556nm,162.13797
POPTRI,PSPST,557nm,161.93634
POPTRI,PSPST,558nm,161.597473
POPTRI,PSPST,559nm,161.208649
POPTRI,PSPST,560nm,160.769653
POPTRI,PSPST,561nm,160.319031
POPTRI,PSPST,562nm,159.864105
POPTRI,PSPST,563nm,159.46199
POPTRI,PSPST,564nm,159.058853
POPTRI,PSPST,565nm,158.642548
POPTRI,PSPST,566nm,158.25502
POPTRI,PSPST,567nm,157.90564
POPTRI,PSPST,568nm,157.62442
POPTRI,PSPST,569nm,157.377228
POPTRI,PSPST,570nm,157.037567
POPTRI,PSPST,571nm,156.711456
POPTRI,PSPST,572nm,156.52063
POPTRI,PSPST,573nm,156.371719
POPTRI,PSPST,574nm,156.288788
POPTRI,PSPST,575nm,156.339264
POPTRI,PSPST,576nm,156.467224
POPTRI,PSPST,577nm,156.587463
POPTRI,PSPST,578nm,156.6754
POPTRI,PSPST,579nm,156.546295
POPTRI,PSPST,580nm,156.383957
POPTRI,PSPST,581nm,156.166275
POPTRI,PSPST,582nm,155.724228
POPTRI,PSPST,583nm,155.148224
POPTRI,PSPST,584nm,154.294159
POPTRI,PSPST,585nm,153.401566
POPTRI,PSPST,586nm,152.50705
POPTRI,PSPST,587nm,151.60463
POPTRI,PSPST,588nm,150.68988
POPTRI,PSPST,589nm,149.810669
POPTRI,PSPST,590nm,148.950699
POPTRI,PSPST,591nm,148.340042
POPTRI,PSPST,592nm,147.846939
POPTRI,PSPST,593nm,147.80275
POPTRI,PSPST,594nm,147.934601
POPTRI,PSPST,595nm,148.29538
POPTRI,PSPST,596nm,148.616943
POPTRI,PSPST,597nm,148.921722
POPTRI,PSPST,598nm,149.21933
POPTRI,PSPST,599nm,149.484833
POPTRI,PSPST,600nm,149.648056
POPTRI,PSPST,601nm,149.777054
POPTRI,PSPST,602nm,149.873001
POPTRI,PSPST,603nm,149.835617
POPTRI,PSPST,604nm,149.761353
POPTRI,PSPST,605nm,149.691498
POPTRI,PSPST,606nm,149.568359
POPTRI,PSPST,607nm,149.339081
POPTRI,PSPST,608nm,149.007233
POPTRI,PSPST,609nm,148.610657
POPTRI,PSPST,610nm,148.092453
POPTRI,PSPST,611nm,147.564804
POPTRI,PSPST,612nm,147.060272
POPTRI,PSPST,613nm,146.701004
POPTRI,PSPST,614nm,146.511108
POPTRI,PSPST,615nm,146.244629
POPTRI,PSPST,616nm,145.959198
POPTRI,PSPST,617nm,145.850708
POPTRI,PSPST,618nm,145.674438
POPTRI,PSPST,619nm,145.359055
POPTRI,PSPST,620nm,145.100784
POPTRI,PSPST,621nm,144.877472
POPTRI,PSPST,622nm,144.51091
POPTRI,PSPST,623nm,144.113663
POPTRI,PSPST,624nm,143.651718
POPTRI,PSPST,625nm,143.180573
POPTRI,PSPST,626nm,142.700546
POPTRI,PSPST,627nm,142.374344
POPTRI,PSPST,628nm,142.108856
POPTRI,PSPST,629nm,142.037628
POPTRI,PSPST,630nm,141.99437
POPTRI,PSPST,631nm,141.990112
POPTRI,PSPST,632nm,142.167969
POPTRI,PSPST,633nm,142.411957
POPTRI,PSPST,634nm,142.56279
POPTRI,PSPST,635nm,142.700668
POPTRI,PSPST,636nm,142.813812
POPTRI,PSPST,637nm,142.869904
POPTRI,PSPST,638nm,142.896149
POPTRI,PSPST,639nm,142.691711
POPTRI,PSPST,640nm,142.420029
POPTRI,PSPST,641nm,141.999023
POPTRI,PSPST,642nm,141.462418
POPTRI,PSPST,643nm,140.850983
POPTRI,PSPST,644nm,140.188828
POPTRI,PSPST,645nm,139.540161
POPTRI,PSPST,646nm,138.943466
POPTRI,PSPST,647nm,138.308273
POPTRI,PSPST,648nm,137.644836
POPTRI,PSPST,649nm,136.708038
POPTRI,PSPST,650nm,135.739258
POPTRI,PSPST,651nm,134.760864
POPTRI,PSPST,652nm,134.049179
POPTRI,PSPST,653nm,133.542877
POPTRI,PSPST,654nm,133.456985
POPTRI,PSPST,655nm,133.452942
POPTRI,PSPST,656nm,133.561203
POPTRI,PSPST,657nm,133.692276
POPTRI,PSPST,658nm,133.840363
POPTRI,PSPST,659nm,134.149796
POPTRI,PSPST,660nm,134.560196
POPTRI,PSPST,661nm,135.220352
POPTRI,PSPST,662nm,135.907303
POPTRI,PSPST,663nm,136.612106
POPTRI,PSPST,664nm,136.979782
POPTRI,PSPST,665nm,137.229233
POPTRI,PSPST,666nm,137.242188
POPTRI,PSPST,667nm,137.142746
POPTRI,PSPST,668nm,136.981888
POPTRI,PSPST,669nm,136.861221
POPTRI,PSPST,670nm,136.730774
POPTRI,PSPST,671nm,136.582611
POPTRI,PSPST,672nm,136.480408
POPTRI,PSPST,673nm,136.394058
POPTRI,PSPST,674nm,136.274628
POPTRI,PSPST,675nm,136.120514
POPTRI,PSPST,676nm,135.921509
POPTRI,PSPST,677nm,135.711456
POPTRI,PSPST,678nm,135.453796
POPTRI,PSPST,679nm,134.972839
POPTRI,PSPST,680nm,134.171921
POPTRI,PSPST,681nm,133.094528
POPTRI,PSPST,682nm,131.704636
POPTRI,PSPST,683nm,130.287155
POPTRI,PSPST,684nm,128.880295
POPTRI,PSPST,685nm,127.680252
POPTRI,PSPST,686nm,126.600235
POPTRI,PSPST,687nm,125.850388
POPTRI,PSPST,688nm,125.226517
POPTRI,PSPST,689nm,124.778931
POPTRI,PSPST,690nm,124.789963
POPTRI,PSPST,691nm,125.100609
POPTRI,PSPST,692nm,126.223862
POPTRI,PSPST,693nm,127.705063
POPTRI,PSPST,694nm,129.452942
POPTRI,PSPST,695nm,131.197922
POPTRI,PSPST,696nm,132.949463
POPTRI,PSPST,697nm,134.713058
POPTRI,PSPST,698nm,136.516983
POPTRI,PSPST,699nm,138.370972
POPTRI,PSPST,700nm,140.436203
POPTRI,PSPST,701nm,142.423447
POPTRI,PSPST,702nm,144.346313
POPTRI,PSPST,703nm,146.3302
POPTRI,PSPST,704nm,148.328293
POPTRI,PSPST,705nm,150.346405
POPTRI,PSPST,706nm,152.387451
POPTRI,PSPST,707nm,154.397461
POPTRI,PSPST,708nm,156.222565
POPTRI,PSPST,709nm,157.633377
POPTRI,PSPST,710nm,158.748062
POPTRI,PSPST,711nm,158.782135
POPTRI,PSPST,712nm,158.460281
POPTRI,PSPST,713nm,157.639481
POPTRI,PSPST,714nm,156.332031
POPTRI,PSPST,715nm,155.015503
POPTRI,PSPST,716nm,153.953354
POPTRI,PSPST,717nm,153.067719
POPTRI,PSPST,718nm,152.277161
POPTRI,PSPST,719nm,151.588486
POPTRI,PSPST,720nm,151.127045
POPTRI,PSPST,721nm,150.861053
POPTRI,PSPST,722nm,151.525864
POPTRI,PSPST,723nm,152.71138
POPTRI,PSPST,724nm,154.620056
POPTRI,PSPST,725nm,157.100723
POPTRI,PSPST,726nm,159.860825
POPTRI,PSPST,727nm,163.059143
POPTRI,PSPST,728nm,166.289413
POPTRI,PSPST,729nm,169.654602
POPTRI,PSPST,730nm,173.618622
POPTRI,PSPST,731nm,177.744385
POPTRI,PSPST,732nm,181.960876
POPTRI,PSPST,733nm,186.053314
POPTRI,PSPST,734nm,190.244827
POPTRI,PSPST,735nm,194.527039
POPTRI,PSPST,736nm,198.472504
POPTRI,PSPST,737nm,202.251434
POPTRI,PSPST,738nm,205.825485
POPTRI,PSPST,739nm,208.859818
POPTRI,PSPST,740nm,211.635056
POPTRI,PSPST,741nm,214.062057
POPTRI,PSPST,742nm,216.248413
POPTRI,PSPST,743nm,218.289886
POPTRI,PSPST,744nm,220.107895
POPTRI,PSPST,745nm,221.737946
POPTRI,PSPST,746nm,223.212341
POPTRI,PSPST,747nm,224.381592
POPTRI,PSPST,748nm,225.12616
POPTRI,PSPST,749nm,225.547577
POPTRI,PSPST,750nm,225.343933
POPTRI,PSPST,751nm,224.319717
POPTRI,PSPST,752nm,222.567123
POPTRI,PSPST,753nm,219.137207
POPTRI,PSPST,754nm,214.06015
POPTRI,PSPST,755nm,207.820602
POPTRI,PSPST,756nm,199.794632
POPTRI,PSPST,757nm,191.547256
POPTRI,PSPST,758nm,183.35701
POPTRI,PSPST,759nm,176.137939
POPTRI,PSPST,760nm,170.147736
POPTRI,PSPST,761nm,165.29332
POPTRI,PSPST,762nm,163.025162
POPTRI,PSPST,763nm,162.603745
POPTRI,PSPST,764nm,163.595856
POPTRI,PSPST,765nm,166.862183
POPTRI,PSPST,766nm,172.24205
POPTRI,PSPST,767nm,178.982208
POPTRI,PSPST,768nm,187.289307
POPTRI,PSPST,769nm,195.390289
POPTRI,PSPST,770nm,203.168427
POPTRI,PSPST,771nm,210.198898
POPTRI,PSPST,772nm,215.961273
POPTRI,PSPST,773nm,220.739227
POPTRI,PSPST,774nm,224.097549
POPTRI,PSPST,775nm,226.4543
POPTRI,PSPST,776nm,228.183105
POPTRI,PSPST,777nm,229.177353
POPTRI,PSPST,778nm,229.634491
POPTRI,PSPST,779nm,229.880325
POPTRI,PSPST,780nm,229.933929
AMBIENT,PSPST,Time,2019/08/14_11:34:01
AMBIENT,PSPST,LUX,36627.20313
AMBIENT,PSPST,fc,3404.015137
AMBIENT,PSPST,CCT,5220
AMBIENT,PSPST,Duv,0.002423
AMBIENT,PSPST,I-Time,22
AMBIENT,PSPST,x,0.33944
AMBIENT,PSPST,y,0.351809
AMBIENT,PSPST,u',0.207519
AMBIENT,PSPST,v',0.483932
AMBIENT,PSPST,deltax,0.000222
AMBIENT,PSPST,deltay,0.004988
AMBIENT,PSPST,deltau',-0.001765
AMBIENT,PSPST,deltav',0.002489
AMBIENT,PSPST,LambdaP,550
AMBIENT,PSPST,LambdaPV,521.833008
AMBIENT,PSPST,LambdaD,566
AMBIENT,PSPST,Purity,7.410627
AMBIENT,PSPST,IRR,180.096954
AMBIENT,PSPST,CRI,99.017853
AMBIENT,PSPST,R1,98.955643
AMBIENT,PSPST,R2,99.614632
AMBIENT,PSPST,R3,99.430542
AMBIENT,PSPST,R4,98.857353
AMBIENT,PSPST,R5,99.221573
AMBIENT,PSPST,R6,99.471146
AMBIENT,PSPST,R7,98.841263
AMBIENT,PSPST,R8,97.750671
AMBIENT,PSPST,R9,94.375221
AMBIENT,PSPST,R10,99.171356
AMBIENT,PSPST,R11,98.595947
AMBIENT,PSPST,R12,99.246964
AMBIENT,PSPST,R13,99.077194
AMBIENT,PSPST,R14,99.642258
AMBIENT,PSPST,R15,98.589218
AMBIENT,PSPST,PPFD,651.08136
AMBIENT,PSPST,PFD,885.113098
AMBIENT,PSPST,PFD-UV,13.636086
AMBIENT,PSPST,PFD-B,164.219055
AMBIENT,PSPST,PFD-G,234.752472
AMBIENT,PSPST,PFD-R,256.683685
AMBIENT,PSPST,PFD-FR,223.9561
AMBIENT,PSPST,380nm,159.840546
AMBIENT,PSPST,381nm,161.515427
AMBIENT,PSPST,382nm,163.444916
AMBIENT,PSPST,383nm,165.049973
AMBIENT,PSPST,384nm,166.186752
AMBIENT,PSPST,385nm,169.211365
AMBIENT,PSPST,386nm,173.840912
AMBIENT,PSPST,387nm,175.882996
AMBIENT,PSPST,388nm,176.66124
AMBIENT,PSPST,389nm,180.521027
AMBIENT,PSPST,390nm,185.13501
AMBIENT,PSPST,391nm,186.787903
AMBIENT,PSPST,392nm,188.632828
AMBIENT,PSPST,393nm,196.047226
AMBIENT,PSPST,394nm,203.979355
AMBIENT,PSPST,395nm,214.000183
AMBIENT,PSPST,396nm,223.854843
AMBIENT,PSPST,397nm,233.373505
AMBIENT,PSPST,398nm,244.963821
AMBIENT,PSPST,399nm,258.953857
AMBIENT,PSPST,400nm,271.290344
AMBIENT,PSPST,401nm,282.506256
AMBIENT,PSPST,402nm,294.437317
AMBIENT,PSPST,403nm,306.634155
AMBIENT,PSPST,404nm,313.031921
AMBIENT,PSPST,405nm,318.504608
AMBIENT,PSPST,406nm,321.269409
AMBIENT,PSPST,407nm,323.968628
AMBIENT,PSPST,408nm,326.299805
AMBIENT,PSPST,409nm,328.83371
AMBIENT,PSPST,410nm,331.930542
AMBIENT,PSPST,411nm,335.493805
AMBIENT,PSPST,412nm,339.757782
