Species,Site,380nm,381nm,382nm,383nm,384nm,385nm,386nm,387nm,388nm,389nm,390nm,391nm,392nm,393nm,394nm,395nm,396nm,397nm,398nm,399nm,400nm,401nm,402nm,403nm,404nm,405nm,406nm,407nm,408nm,409nm,410nm,411nm,412nm,413nm,414nm,415nm,416nm,417nm,418nm,419nm,420nm,421nm,422nm,423nm,424nm,425nm,426nm,427nm,428nm,429nm,430nm,431nm,432nm,433nm,434nm,435nm,436nm,437nm,438nm,439nm,440nm,441nm,442nm,443nm,444nm,445nm,446nm,447nm,448nm,449nm,450nm,451nm,452nm,453nm,454nm,455nm,456nm,457nm,458nm,459nm,460nm,461nm,462nm,463nm,464nm,465nm,466nm,467nm,468nm,469nm,470nm,471nm,472nm,473nm,474nm,475nm,476nm,477nm,478nm,479nm,480nm,481nm,482nm,483nm,484nm,485nm,486nm,487nm,488nm,489nm,490nm,491nm,492nm,493nm,494nm,495nm,496nm,497nm,498nm,499nm,500nm,501nm,502nm,503nm,504nm,505nm,506nm,507nm,508nm,509nm,510nm,511nm,512nm,513nm,514nm,515nm,516nm,517nm,518nm,519nm,520nm,521nm,522nm,523nm,524nm,525nm,526nm,527nm,528nm,529nm,530nm,531nm,532nm,533nm,534nm,535nm,536nm,537nm,538nm,539nm,540nm,541nm,542nm,543nm,544nm,545nm,546nm,547nm,548nm,549nm,550nm,551nm,552nm,553nm,554nm,555nm,556nm,557nm,558nm,559nm,560nm,561nm,562nm,563nm,564nm,565nm,566nm,567nm,568nm,569nm,570nm,571nm,572nm,573nm,574nm,575nm,576nm,577nm,578nm,579nm,580nm,581nm,582nm,583nm,584nm,585nm,586nm,587nm,588nm,589nm,590nm,591nm,592nm,593nm,594nm,595nm,596nm,597nm,598nm,599nm,600nm,601nm,602nm,603nm,604nm,605nm,606nm,607nm,608nm,609nm,610nm,611nm,612nm,613nm,614nm,615nm,616nm,617nm,618nm,619nm,620nm,621nm,622nm,623nm,624nm,625nm,626nm,627nm,628nm,629nm,630nm,631nm,632nm,633nm,634nm,635nm,636nm,637nm,638nm,639nm,640nm,641nm,642nm,643nm,644nm,645nm,646nm,647nm,648nm,649nm,650nm,651nm,652nm,653nm,654nm,655nm,656nm,657nm,658nm,659nm,660nm,661nm,662nm,663nm,664nm,665nm,666nm,667nm,668nm,669nm,670nm,671nm,672nm,673nm,674nm,675nm,676nm,677nm,678nm,679nm,680nm,681nm,682nm,683nm,684nm,685nm,686nm,687nm,688nm,689nm,690nm,691nm,692nm,693nm,694nm,695nm,696nm,697nm,698nm,699nm,700nm,701nm,702nm,703nm,704nm,705nm,706nm,707nm,708nm,709nm,710nm,711nm,712nm,713nm,714nm,715nm,716nm,717nm,718nm,719nm,720nm,721nm,722nm,723nm,724nm,725nm,726nm,727nm,728nm,729nm,730nm,731nm,732nm,733nm,734nm,735nm,736nm,737nm,738nm,739nm,740nm,741nm,742nm,743nm,744nm,745nm,746nm,747nm,748nm,749nm,750nm,751nm,752nm,753nm,754nm,755nm,756nm,757nm,758nm,759nm,760nm,761nm,762nm,763nm,764nm,765nm,766nm,767nm,768nm,769nm,770nm,771nm,772nm,773nm,774nm,775nm,776nm,777nm,778nm,779nm,780nm,CCT,CRI,deltau',deltav',deltax,deltay,Duv,fc,I-Time,IRR,LambdaD,LambdaP,LambdaPV,LUX,PFD,PFD-B,PFD-FR,PFD-G,PFD-R,PFD-UV,PPFD,Purity,R1,R10,R11,R12,R13,R14,R15,R2,R3,R4,R5,R6,R7,R8,R9,Time,u',v',x,y,year,month,day,weather,specieslatbi
ACECIR,PSPSPT,2.146482,2.161001,2.164622,2.160621,2.145618,2.158422,2.194866,2.202664,2.196471,2.234195,2.282667,2.288307,2.295544,2.366828,2.445547,2.554261,2.65851,2.753733,2.875486,3.02797,3.157289,3.27091,3.394198,3.521079,3.577677,3.623062,3.629464,3.635556,3.64058,3.646993,3.657262,3.67437,3.701752,3.718021,3.724631,3.738434,3.755767,3.74909,3.736679,3.724977,3.71253,3.691208,3.667142,3.633319,3.589767,3.528766,3.474984,3.428506,3.411733,3.411892,3.416971,3.423458,3.440861,3.459872,3.48884,3.529391,3.61547,3.688653,3.737467,3.780892,3.818711,3.848071,3.872566,3.921757,3.977895,4.037566,4.094388,4.112157,4.128637,4.140606,4.156242,4.178088,4.196698,4.212334,4.213379,4.207298,4.197785,4.187539,4.185021,4.182652,4.180001,4.172121,4.151075,4.128954,4.105463,4.084609,4.065537,4.044399,4.022587,4.005212,3.989494,3.989546,3.990158,3.99261,3.99346,3.991863,3.99544,4.003109,3.987681,3.963381,3.925757,3.886907,3.856002,3.826833,3.803748,3.779915,3.754914,3.734109,3.716591,3.707592,3.701713,3.720054,3.739685,3.744378,3.745296,3.735079,3.724187,3.712397,3.700772,3.689254,3.748915,3.82796,3.833347,3.836654,3.842885,3.850824,3.862225,3.873891,3.885807,3.890559,3.892246,3.88472,3.876549,3.87483,3.87556,3.883075,3.895794,3.914708,3.939111,3.966483,3.997974,4.030825,4.078497,4.127335,4.179956,4.227977,4.269999,4.301101,4.325894,4.351034,4.376235,4.401219,4.42399,4.439853,4.450279,4.454024,4.453577,4.450932,4.4512,4.451811,4.451049,4.450233,4.449284,4.447326,4.444368,4.446342,4.450259,4.456364,4.46073,4.45461,4.448426,4.442135,4.430029,4.413966,4.392114,4.369066,4.347883,4.325564,4.300184,4.273755,4.246273,4.21279,4.177078,4.145521,4.113258,4.077382,4.04195,4.007105,3.971015,3.934304,3.901535,3.869594,3.840086,3.813157,3.790286,3.769594,3.750169,3.735489,3.721334,3.706261,3.69021,3.672529,3.650887,3.626882,3.59992,3.571743,3.538326,3.505853,3.474854,3.443009,3.410706,3.390157,3.372619,3.363966,3.3564,3.350244,3.351754,3.356542,3.356046,3.354717,3.351278,3.349092,3.348118,3.342082,3.334528,3.3252,3.31372,3.297951,3.281883,3.265626,3.243253,3.221281,3.20454,3.186821,3.167959,3.156485,3.147211,3.130575,3.115822,3.104934,3.089876,3.072263,3.054294,3.036678,3.020505,3.004375,2.988286,2.977089,2.967038,2.957004,2.950483,2.948862,2.948233,2.947904,2.94533,2.942258,2.938235,2.933415,2.928177,2.915793,2.900994,2.880747,2.860482,2.840208,2.814966,2.790133,2.767665,2.744478,2.720761,2.703122,2.683625,2.655897,2.638032,2.627763,2.618625,2.610725,2.606452,2.604097,2.603172,2.601852,2.602697,2.609971,2.616219,2.62178,2.620005,2.61849,2.618586,2.612913,2.60409,2.594215,2.586284,2.581874,2.57534,2.568112,2.562896,2.558395,2.554819,2.549539,2.544418,2.542201,2.527978,2.503381,2.478631,2.456137,2.439437,2.427075,2.417701,2.427817,2.442388,2.463193,2.501504,2.548948,2.617278,2.698613,2.789637,2.885949,2.986947,3.09607,3.208101,3.323677,3.454104,3.590356,3.731417,3.881555,4.035524,4.195596,4.367043,4.541212,4.711327,4.876946,5.039352,5.173418,5.29556,5.400961,5.493599,5.594232,5.725433,5.862436,6.004632,6.167228,6.34554,6.53737,6.773663,7.041158,7.352504,7.701646,8.072868,8.482238,8.91755,9.370165,9.859168,10.368504,10.891595,11.430863,11.97494,12.523418,13.055812,13.5763,14.081909,14.563746,15.022388,15.444983,15.837579,16.215593,16.573908,16.898127,17.201513,17.472132,17.695856,17.887661,18.02495,18.065634,18.027832,17.826471,17.453876,16.964607,16.311785,15.620198,14.922359,14.303994,13.800498,13.40172,13.236948,13.247856,13.395449,13.769844,14.335457,15.025311,15.861502,16.679817,17.470501,18.197474,18.788029,19.285475,19.660015,19.928411,20.130688,20.255857,20.348787,20.41807,20.462202,6359,91.377983,-0.007265,0.008059,-0.00196,0.015906,0.009036,26.20406,930,2.088811,497,780,20.462202,281.955688,11.078233,1.454224,6.112159,1.851697,1.557903,0.167109,4.830967,6.199533,89.066315,81.261223,87.291862,84.431786,89.029984,97.100685,87.358566,91.813614,95.041382,90.515495,89.560654,89.606339,96.295082,89.124962,64.583649,15:42:44,0.193926,0.475147,0.313841,0.341759,2019,09,18,sunny,ACECIR
ACECIR,PSPSPT,2.158776,2.178717,2.187112,2.184084,2.164567,2.175804,2.213186,2.221536,2.215706,2.247071,2.287539,2.297379,2.309736,2.387128,2.47027,2.576613,2.681472,2.783331,2.908072,3.059317,3.189561,3.305574,3.432048,3.562409,3.612944,3.650746,3.671209,3.689144,3.690655,3.69471,3.705827,3.722327,3.746916,3.762268,3.76959,3.78404,3.801985,3.795458,3.783084,3.771566,3.759554,3.741413,3.720461,3.689513,3.648551,3.589629,3.536512,3.489265,3.467548,3.460384,3.466757,3.477005,3.495477,3.515523,3.548713,3.593059,3.681255,3.756343,3.806664,3.851274,3.889943,3.920201,3.945624,3.995966,4.053317,4.117494,4.178991,4.200307,4.220249,4.235386,4.253277,4.275833,4.29499,4.31102,4.31202,4.305679,4.298688,4.291559,4.291991,4.291406,4.282763,4.272206,4.256831,4.236304,4.209219,4.188547,4.172213,4.151389,4.129102,4.114304,4.101244,4.101241,4.101762,4.104004,4.107045,4.111305,4.115807,4.120499,4.105872,4.083823,4.048246,4.011259,3.979487,3.950091,3.929023,3.905127,3.876823,3.854152,3.835894,3.826736,3.82091,3.839908,3.860655,3.871123,3.875605,3.862435,3.849699,3.837541,3.827334,3.818389,3.877002,3.954013,3.959355,3.962319,3.966074,3.972367,3.983801,3.995597,4.007734,4.012655,4.014488,4.006759,3.998338,3.996339,3.997598,4.007879,4.022212,4.041368,4.064512,4.089814,4.121303,4.154462,4.200548,4.249657,4.308584,4.357037,4.391827,4.422234,4.450107,4.47414,4.497592,4.525538,4.551306,4.570274,4.582381,4.586057,4.585596,4.582968,4.583462,4.584116,4.58081,4.577387,4.573674,4.571696,4.57144,4.574301,4.578391,4.582174,4.585238,4.584442,4.580534,4.571398,4.558032,4.541785,4.521553,4.500421,4.478916,4.456162,4.430042,4.402938,4.374847,4.342736,4.309133,4.276803,4.244188,4.210177,4.175567,4.140162,4.105153,4.070341,4.034456,3.999717,3.972326,3.94656,3.923355,3.903979,3.886827,3.874678,3.862406,3.844451,3.826548,3.808732,3.787009,3.762951,3.733026,3.702642,3.674513,3.643962,3.609627,3.574372,3.53862,3.520224,3.504934,3.496271,3.490011,3.486878,3.487463,3.48964,3.489214,3.488753,3.488459,3.483109,3.472881,3.469556,3.4677,3.458375,3.448755,3.438546,3.420695,3.398023,3.379686,3.360885,3.337538,3.317518,3.301374,3.288091,3.275814,3.264713,3.251603,3.234371,3.218696,3.203974,3.188504,3.1728,3.156481,3.141573,3.128022,3.112184,3.097219,3.093292,3.087721,3.079859,3.077534,3.077342,3.077898,3.075815,3.068691,3.062944,3.057919,3.045066,3.030842,3.013801,2.990813,2.963977,2.941263,2.919647,2.900351,2.88035,2.859831,2.833323,2.807543,2.786247,2.769451,2.756122,2.743473,2.734535,2.737453,2.734305,2.72663,2.72793,2.731521,2.739298,2.750277,2.763392,2.758833,2.752868,2.74593,2.742427,2.7408,2.730843,2.720268,2.708573,2.705146,2.704687,2.699757,2.693843,2.686658,2.680544,2.674083,2.66457,2.650867,2.633544,2.609296,2.585646,2.565316,2.54922,2.536204,2.546584,2.559954,2.57751,2.616261,2.664378,2.73035,2.811714,2.904545,2.999149,3.099746,3.211074,3.322711,3.436485,3.56197,3.695343,3.835227,3.984608,4.1379,4.297404,4.465341,4.635762,4.805435,4.970489,5.132241,5.260788,5.377223,5.476666,5.569871,5.671509,5.801226,5.936856,6.077749,6.239204,6.4145,6.601701,6.842761,7.108812,7.409156,7.759395,8.132926,8.541924,8.977338,9.430318,9.9201,10.430749,10.955214,11.492178,12.033566,12.579003,13.108335,13.631583,14.147457,14.618009,15.063869,15.475338,15.876161,16.261745,16.616766,16.936689,17.237612,17.51227,17.742714,17.938824,18.067213,18.11096,18.079124,17.872185,17.500862,17.013933,16.350887,15.658906,14.963673,14.335644,13.832513,13.43777,13.268216,13.281992,13.433638,13.799465,14.367861,15.06432,15.901958,16.724535,17.518641,18.243168,18.828518,19.323666,19.704596,19.967161,20.168724,20.306267,20.395437,20.463556,20.511854,6285,91.697197,-0.007082,0.007971,-0.001771,0.015754,0.008853,27.08127,910,2.128254,499,780,20.511854,291.39447,11.270435,1.487743,6.140418,1.911933,1.628595,0.168544,4.994213,5.516826,89.464287,81.999336,87.742317,84.963821,89.437767,97.245232,87.789848,92.133209,95.285843,90.855774,89.921402,89.986153,96.461525,89.469284,65.859993,15:43:05,0.194519,0.475877,0.315261,0.342785,2019,09,18,sunny,ACECIR
ACECIR,PSPSPT,1.936416,1.952916,1.96168,1.960977,1.946608,1.954545,1.981447,1.990084,1.989799,2.020409,2.05858,2.068126,2.079439,2.143331,2.215136,2.318866,2.418415,2.50951,2.618191,2.747241,2.864825,2.97464,3.087828,3.202269,3.257803,3.30394,3.312537,3.319898,3.319966,3.325431,3.345882,3.366626,3.387808,3.404165,3.416328,3.425784,3.433912,3.432085,3.427881,3.418012,3.406961,3.386374,3.364594,3.33857,3.302054,3.246721,3.198245,3.156706,3.141759,3.141971,3.147508,3.15457,3.171961,3.190932,3.220252,3.260024,3.340872,3.408242,3.450146,3.490298,3.528626,3.558331,3.583076,3.629149,3.68122,3.742143,3.800522,3.818435,3.835697,3.850684,3.866809,3.884861,3.902789,3.920603,3.92437,3.921275,3.912169,3.901775,3.904837,3.907012,3.901036,3.891739,3.874088,3.855752,3.836545,3.819507,3.803936,3.784538,3.763891,3.750448,3.73865,3.739095,3.740797,3.746623,3.750836,3.752582,3.75466,3.757001,3.745155,3.72786,3.695134,3.660754,3.631524,3.603969,3.582289,3.561806,3.543187,3.525818,3.509427,3.502747,3.499622,3.517251,3.536076,3.54316,3.546627,3.53943,3.530389,3.518899,3.509479,3.501396,3.564835,3.647753,3.650988,3.652221,3.658049,3.667336,3.683631,3.69743,3.708874,3.715147,3.719207,3.716844,3.713769,3.711966,3.713908,3.726225,3.74133,3.759756,3.786403,3.817498,3.848526,3.880194,3.928158,3.97669,4.027071,4.073107,4.113475,4.144644,4.170499,4.197073,4.223676,4.247455,4.269782,4.287577,4.301261,4.309894,4.309448,4.304245,4.304348,4.305349,4.307223,4.307654,4.30452,4.304123,4.306445,4.309664,4.313238,4.319482,4.324429,4.321158,4.316865,4.310853,4.29764,4.279524,4.261969,4.244536,4.227058,4.208367,4.186405,4.1597,4.128232,4.096721,4.065195,4.037613,4.00875,3.973927,3.940902,3.910262,3.876563,3.841335,3.805388,3.771253,3.748131,3.723416,3.696194,3.6795,3.668922,3.651411,3.633435,3.618915,3.603595,3.586944,3.568302,3.54847,3.521105,3.492985,3.466684,3.437042,3.402176,3.371554,3.343232,3.321795,3.303215,3.295133,3.290298,3.289682,3.289098,3.288527,3.293578,3.297522,3.297319,3.294004,3.287685,3.283062,3.278629,3.269526,3.258332,3.242972,3.229267,3.216607,3.198006,3.17874,3.159651,3.140876,3.122464,3.109154,3.097616,3.087559,3.074562,3.055534,3.041303,3.030011,3.01571,3.000976,2.985672,2.971875,2.959528,2.944753,2.930408,2.923883,2.919271,2.917329,2.916922,2.917016,2.914657,2.911706,2.907625,2.901236,2.893639,2.888031,2.878552,2.85936,2.838096,2.815492,2.794732,2.774026,2.753056,2.731385,2.709199,2.687385,2.665323,2.642319,2.623287,2.607314,2.600971,2.596087,2.592418,2.5905,2.589887,2.588796,2.590692,2.601438,2.611192,2.620286,2.615921,2.611532,2.608897,2.604825,2.599968,2.594092,2.587488,2.579568,2.572668,2.566542,2.565004,2.561231,2.554563,2.546471,2.539139,2.537359,2.523857,2.500225,2.480578,2.460284,2.43731,2.428151,2.426497,2.433226,2.44408,2.460704,2.499799,2.549107,2.618594,2.698473,2.786095,2.881506,2.980774,3.08649,3.196938,3.310876,3.43586,3.564636,3.696544,3.847921,4.002194,4.159871,4.325582,4.49298,4.656382,4.813196,4.965302,5.098082,5.214401,5.307548,5.402008,5.5027,5.62073,5.755254,5.89899,6.054929,6.224174,6.40486,6.639536,6.901038,7.199523,7.538357,7.900297,8.301777,8.725164,9.166255,9.653139,10.151558,10.658223,11.180075,11.709225,12.245049,12.760233,13.270206,13.774059,14.234595,14.675645,15.091049,15.481298,15.854385,16.199387,16.518934,16.819571,17.085516,17.306484,17.494787,17.622911,17.665649,17.633663,17.432125,17.069284,16.592979,15.943717,15.269594,14.594626,13.988266,13.491426,13.0979,12.946033,12.965768,13.117081,13.480803,14.035995,14.712958,15.526195,16.329575,17.107124,17.81711,18.395491,18.88294,19.249247,19.505276,19.703701,19.841154,19.924229,19.989614,20.040136,6123,91.232025,-0.007311,0.008481,-0.001517,0.016871,0.009242,25.431932,970,2.022608,504,780,20.040136,273.647583,10.768479,1.353216,5.984359,1.795399,1.546715,0.15148,4.663503,4.489653,88.904854,80.961273,87.110962,83.905762,88.857254,97.107323,87.135033,91.670464,95.006851,90.397522,89.332253,89.34301,96.283951,88.917274,64.252747,15:43:29,0.195232,0.478231,0.31833,0.346564,2019,09,18,sunny,ACECIR
ACECIR,PSPSPT,0.697273,0.708812,0.709898,0.706263,0.695815,0.694435,0.700765,0.701038,0.698354,0.70965,0.724368,0.73217,0.740738,0.766759,0.794559,0.829532,0.864323,0.898743,0.940662,0.991267,1.036486,1.078054,1.119861,1.161757,1.179366,1.193102,1.197972,1.202909,1.208519,1.214351,1.2208,1.228897,1.23947,1.246674,1.250949,1.257949,1.266286,1.26791,1.26793,1.266291,1.264423,1.261091,1.256897,1.249634,1.238044,1.218694,1.202,1.187995,1.182944,1.182998,1.186926,1.191963,1.199475,1.207449,1.219187,1.235314,1.268691,1.297432,1.317413,1.334968,1.349997,1.363773,1.37683,1.39781,1.421019,1.444629,1.467461,1.480185,1.491975,1.500497,1.510393,1.522618,1.533443,1.542983,1.547687,1.550029,1.54989,1.549219,1.554043,1.558029,1.555501,1.55285,1.549891,1.545634,1.539725,1.533919,1.528183,1.522841,1.517627,1.512694,1.508463,1.512863,1.516715,1.51877,1.52152,1.525335,1.528828,1.532064,1.530457,1.526989,1.517037,1.506282,1.495838,1.486459,1.480818,1.474636,1.467613,1.462778,1.459657,1.460304,1.46233,1.473973,1.486346,1.495351,1.502318,1.503276,1.504533,1.506189,1.509087,1.512789,1.559739,1.618469,1.629934,1.639821,1.650168,1.663358,1.682309,1.701519,1.720975,1.737483,1.75273,1.764828,1.776765,1.791637,1.807666,1.826897,1.849864,1.877278,1.907969,1.940432,1.971262,2.002129,2.041494,2.081382,2.122969,2.160461,2.192612,2.220263,2.245314,2.270254,2.295097,2.318015,2.339561,2.356825,2.370585,2.380041,2.385932,2.389956,2.396241,2.402562,2.405028,2.407459,2.4098,2.413582,2.418793,2.423517,2.428048,2.434186,2.439753,2.441526,2.442207,2.441052,2.436486,2.429597,2.420276,2.410293,2.397609,2.384791,2.371615,2.355612,2.336769,2.31659,2.295914,2.276971,2.257072,2.232931,2.210085,2.188957,2.165058,2.139776,2.116521,2.09418,2.075943,2.058837,2.043511,2.02895,2.014835,2.004752,1.995007,1.983723,1.971712,1.95849,1.944648,1.930437,1.914182,1.897276,1.877977,1.860114,1.844496,1.826705,1.807739,1.79579,1.785764,1.781652,1.77979,1.780855,1.781934,1.78302,1.782269,1.781246,1.77954,1.778241,1.777333,1.774556,1.771138,1.765745,1.75933,1.750881,1.741745,1.732177,1.718518,1.704732,1.692609,1.682196,1.673778,1.664639,1.655315,1.647507,1.639885,1.632644,1.624689,1.616297,1.607624,1.598926,1.590238,1.582035,1.574299,1.567498,1.561197,1.557102,1.553396,1.550234,1.549814,1.550341,1.547991,1.544964,1.540646,1.536607,1.532714,1.521048,1.508368,1.493752,1.47868,1.463315,1.448447,1.433644,1.418925,1.40554,1.393135,1.37768,1.362281,1.348131,1.337737,1.330235,1.322756,1.317631,1.320175,1.317071,1.309753,1.307269,1.30657,1.309731,1.311123,1.311336,1.309348,1.305953,1.299496,1.294486,1.290266,1.286058,1.28213,1.27871,1.27496,1.271243,1.269602,1.268212,1.267146,1.267215,1.267393,1.26671,1.262665,1.255715,1.249637,1.245332,1.245325,1.250545,1.25882,1.276057,1.297989,1.326491,1.365088,1.408792,1.463838,1.530181,1.604943,1.683374,1.762825,1.84387,1.931359,2.02202,2.118622,2.217326,2.317764,2.424221,2.533319,2.646646,2.765004,2.884433,3.00143,3.110858,3.214878,3.298976,3.375313,3.440756,3.501568,3.565629,3.641795,3.721383,3.804108,3.899472,4.004393,4.117536,4.259592,4.419136,4.603077,4.804046,5.01919,5.262273,5.516892,5.781509,6.073542,6.371614,6.674248,6.988164,7.304344,7.622595,7.930634,8.2346,8.53361,8.804124,9.062014,9.303376,9.535829,9.756402,9.95344,10.137279,10.311983,10.470742,10.594475,10.697778,10.773516,10.790189,10.75866,10.626122,10.400692,10.108697,9.710606,9.29396,8.875407,8.500944,8.197577,7.957562,7.85457,7.860045,7.948003,8.166981,8.50139,8.910354,9.405919,9.892525,10.361935,10.789165,11.136132,11.429244,11.652202,11.806491,11.924026,12.002064,12.053041,12.090176,12.11366,5225,83.849922,-0.012153,0.017385,0.001859,0.036765,0.016794,13.572605,1560,1.099538,561,780,12.11366,146.041229,6.022473,0.533118,3.684441,0.965367,0.817719,0.054147,2.300493,17.611122,79.276077,65.675339,76.363159,68.158737,79.263557,95.508728,75.336716,84.710373,92.009399,82.260727,79.642883,80.040474,94.261253,78.598228,32.836559,15:52:58,0.197085,0.498756,0.34095,0.38348,2019,09,18,sunny,ACECIR
ACECIR,PSPSPT,1.453118,1.466265,1.47504,1.474396,1.460155,1.465545,1.487625,1.491627,1.486799,1.508513,1.536723,1.546082,1.556821,1.60521,1.659615,1.738289,1.81322,1.880584,1.966516,2.073959,2.162351,2.237832,2.326621,2.420356,2.457515,2.48565,2.496722,2.505972,2.503503,2.505849,2.521569,2.538576,2.557517,2.568661,2.573028,2.584893,2.600437,2.598155,2.591614,2.582359,2.572939,2.563481,2.551557,2.530861,2.503008,2.462317,2.428018,2.400187,2.386496,2.380865,2.388227,2.399309,2.409925,2.421326,2.445617,2.47769,2.540349,2.593031,2.626863,2.659819,2.691866,2.715261,2.733679,2.769099,2.8093,2.856668,2.902299,2.919182,2.934544,2.944586,2.957253,2.974368,2.991932,3.00991,3.015328,3.014611,3.010051,3.004668,3.006425,3.007961,3.006851,3.002228,2.988761,2.97404,2.957722,2.942055,2.926828,2.916299,2.907302,2.900997,2.8954,2.895555,2.896241,2.898673,2.902019,2.906762,2.911712,2.916826,2.909408,2.897176,2.871413,2.844203,2.821556,2.801151,2.788606,2.774357,2.75745,2.745276,2.736809,2.734697,2.734912,2.748978,2.764372,2.778164,2.787478,2.783583,2.779204,2.774184,2.772554,2.773119,2.821919,2.883855,2.899856,2.913896,2.925928,2.941116,2.962696,2.984463,3.006407,3.02386,3.03939,3.047033,3.054075,3.066058,3.080935,3.103833,3.131175,3.16381,3.199283,3.236291,3.276785,3.318412,3.372108,3.427247,3.487069,3.539226,3.581386,3.61681,3.648343,3.682341,3.716638,3.746202,3.773475,3.793597,3.809013,3.818647,3.823231,3.825169,3.830194,3.835562,3.839258,3.841167,3.838658,3.839623,3.844035,3.849138,3.854515,3.860283,3.865145,3.864841,3.861789,3.854119,3.844104,3.832492,3.816037,3.798501,3.780796,3.761418,3.737532,3.712699,3.686916,3.654931,3.620644,3.591578,3.56104,3.523537,3.488608,3.457092,3.42155,3.383998,3.35169,3.320227,3.290511,3.263014,3.239009,3.216973,3.196081,3.179408,3.163423,3.148157,3.132161,3.114948,3.094457,3.072009,3.044808,3.017219,2.991346,2.963461,2.932433,2.905277,2.880219,2.858871,2.840224,2.832875,2.827319,2.824097,2.826285,2.830787,2.827486,2.824148,2.821518,2.818588,2.81537,2.809727,2.803165,2.792573,2.781017,2.767542,2.752561,2.736629,2.719656,2.702697,2.686374,2.671189,2.657332,2.644647,2.632186,2.615286,2.600186,2.588778,2.576765,2.564381,2.546803,2.530234,2.519243,2.506998,2.493547,2.483963,2.475332,2.467091,2.461456,2.459456,2.459199,2.45943,2.45448,2.449045,2.442679,2.435933,2.428986,2.411031,2.392965,2.375434,2.355973,2.335263,2.313622,2.291815,2.269725,2.248779,2.228673,2.208514,2.188111,2.166923,2.149202,2.13415,2.125452,2.118486,2.114837,2.111034,2.107115,2.107704,2.109175,2.111963,2.115661,2.119966,2.118151,2.114105,2.105562,2.101329,2.099451,2.090929,2.082779,2.075306,2.069126,2.063976,2.06525,2.063139,2.056646,2.056343,2.056454,2.050952,2.042072,2.030273,2.018774,2.008152,1.999689,1.999717,2.004648,2.02255,2.045728,2.07629,2.124247,2.181288,2.259128,2.347885,2.444775,2.545624,2.650981,2.76423,2.881879,3.002669,3.133139,3.266953,3.403527,3.551263,3.700226,3.850353,4.01002,4.171341,4.326229,4.47539,4.620461,4.741384,4.846313,4.928745,5.009881,5.096826,5.201382,5.315613,5.435301,5.562594,5.705217,5.861027,6.051011,6.267102,6.520022,6.805103,7.108994,7.445405,7.795563,8.15848,8.558178,8.972444,9.396413,9.829939,10.265424,10.702701,11.125895,11.540895,11.945742,12.319214,12.676027,13.009791,13.31746,13.608997,13.875315,14.128145,14.364705,14.563822,14.734797,14.879637,14.964889,14.983531,14.943251,14.767767,14.450397,14.035222,13.478552,12.894009,12.306272,11.782932,11.356484,11.017694,10.872706,10.873815,10.985821,11.273367,11.726533,12.284674,12.959301,13.627425,14.273296,14.858639,15.331029,15.728229,16.028107,16.230318,16.385117,16.492138,16.554892,16.600128,16.6294,5767,87.091362,-0.010189,0.012775,-0.000922,0.026087,0.01328,21.957737,1100,1.697803,539,780,16.6294,236.265259,9.093984,1.039798,5.13888,1.558624,1.295933,0.11363,3.868118,6.7364,83.405746,72.4916,81.018959,76.012024,83.43425,96.136131,80.450279,87.822937,93.334312,85.700516,84.000832,84.410851,94.988533,83.067177,45.831638,15:53:26,0.194679,0.486837,0.325751,0.362049,2019,09,18,sunny,ACECIR
